0.19503288,-0.008560044,0.154475868,0.038781878,0.334085405,-0.046909496,0.349187344,-0.313564837,-1.068825483,0.206035897,1.65E-05,-0.074482389,-0.417899549,0.111493386,-0.331344038,0.046419553,-0.733468413,-0.204042196,-0.033811882,-0.964127183,-0.172411665,-0.445907801,-0.027934108,-0.34133175,-0.123805292,0.160028934,0.34024024,-0.269570857,0.314715862,-0.465279847,0.073218189,-0.460106015
0.395958364,0.002640924,-0.186507776,-0.410748482,0.041844241,0.229509592,0.075796276,0.300375909,0.126325786,-0.317767262,-0.730822325,0.046996664,-0.006787744,0.354384959,-0.054822702,0.408750117,-0.125468239,0.043582298,-0.58750385,0.503762364,0.376577437,0.383482605,-0.268748462,0.078043327,0.299546838,-0.61047399,-0.212200269,-0.053825431,0.256413519,-0.455155224,-1.098336816,-0.344096661
0.270355463,0.110986307,-0.081026986,0.207184762,0.055448953,0.071076743,-0.18942748,-0.5055933,0.596465945,-0.005590508,-0.112452716,-0.129887387,-0.817721069,0.00967038,0.311590046,0.172075272,0.720721602,0.052735422,0.218171746,-0.260052264,-0.07293842,0.364388824,-0.348649472,0.259901196,0.005865694,0.172080234,-0.396939009,-0.210316464,0.026664523,-0.412283927,0.089366004,0.163794026
-0.205071852,0.117520876,0.032613907,0.222770631,0.178228676,-0.062949359,-0.222284719,-0.580198169,-0.06157881,0.069938086,0.261109948,-0.000589643,0.347231239,0.042181805,0.22889173,-0.881754875,-0.022842862,0.237732932,-0.177519053,0.438295573,0.302830279,-0.158966199,-0.376782864,-0.151377603,-0.151527002,0.228171527,0.058967393,-0.450108111,-0.332863629,-0.13816075,0.355932713,-0.101556592
0.464219958,0.013678262,-0.847602785,-0.185260043,-0.65043056,0.336742997,-0.04868637,-0.325973451,-0.627631426,-0.379578859,-0.152056739,0.046273895,0.031039771,-0.422494799,-0.581721902,0.721036553,0.588412166,0.091334015,0.273808926,0.068606444,0.319294035,0.343795776,0.33736527,-0.264066517,-0.276776403,-0.118231721,0.111178376,0.231592283,-0.008889073,0.102904163,-0.963445425,0.033932976
0.910793185,-0.124673121,0.299383014,-0.489572734,-0.036377825,-0.68741852,-0.744813859,0.282867312,0.221223876,0.445352674,0.22649534,-0.162621781,-0.158248901,0.060193058,-0.067105375,-0.946765065,0.148765713,0.056935847,-0.341356456,0.238820747,-0.878916383,-0.467951834,-0.109673359,0.0676938,0.063311696,0.147399873,-0.058588233,0.242260784,0.012548793,0.189521194,0.202850774,0.40656966
-0.346597493,0.204785541,0.044163469,-0.108949348,0.025080383,-0.305885166,-0.375718445,-0.411194265,-0.43851772,-0.505827188,-0.275112629,0.063368209,-0.36459738,-0.497742474,-0.674704313,-0.125513673,-0.368645817,0.265714586,0.139910638,-0.214886427,-0.571826518,-0.159654185,0.276412189,0.315418959,0.105136909,-0.017710432,0.229207098,-0.009890644,0.45870018,-0.374840528,0.26856938,-0.255959272
0.178478107,0.042603217,-0.710325837,0.421255738,-0.017261716,0.406849355,-0.110254899,-0.039182361,0.551807106,0.051600955,0.358411312,0.135191843,0.130278781,0.273555607,-0.217982098,0.067285843,-0.295443386,-0.528511941,-0.311450243,-0.658684254,0.058381043,0.412448347,0.391394198,-0.286434025,-0.255514383,-0.200379938,-0.099251747,0.259633929,-0.347809166,-0.252195477,-0.085037738,-0.708044589
-0.667087436,0.021511359,-0.033650294,0.027213139,0.172219455,-0.352365792,0.186661497,-0.539483309,-0.775976717,-0.448489308,0.102764226,-0.089445174,0.213072732,0.146583661,-0.084983841,0.192066669,-0.470704883,0.095857494,0.170951083,-0.032095145,0.022414582,0.15448758,-0.322311431,0.326666862,-0.046690296,-0.194840431,-0.035854079,0.078089222,0.056248225,0.231097504,-0.303044319,0.360219777
-0.799014568,-0.022491943,-0.35237661,-0.399615377,0.110353723,-0.070721216,0.555559337,0.308303267,-0.72218889,0.093979731,0.16342482,-0.013010509,0.128010184,-0.156774908,-0.01057315,0.326564252,-0.644218922,0.282045126,0.066371761,0.068657041,0.266538829,-1.085126519,-0.092152826,-0.4779495,0.195599362,0.236752704,-0.402556658,0.25570032,-0.382562071,0.24619028,-0.924769878,-0.384511948
